City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,yulara,-25.2406,130.9889,309.88,16,0,3.34,AU,1675825617
84,norman wells,65.282,-126.8329,251.84,99,92,0.63,CA,1675825741
85,emerald,-23.5333,148.1667,302.78,49,21,4.67,AU,1675825809
86,okhotsk,59.3833,143.3,249.68,79,87,5.37,RU,1675825859
87,hami,42.8,93.45,274.32,66,100,1.41,CN,1675825876
88,verkhoyansk,67.5447,133.385,229.05,96,73,0.15,RU,1675825877
89,tarnow,50.0138,20.987,270.66,98,100,1.39,PL,1675825878
90,lavrentiya,65.5833,-171.0,247.18,92,97,1.31,RU,1675825724
91,nieves,15.3274,120.9485,304.88,54,89,3.92,PH,1675825879
92,awjilah,29.1081,21.2869,282.27,60,67,2.73,LY,1675825880
93,esperance,-33.8667,121.9,295.16,64,78,5.21,AU,1675825588
94,tuktoyaktuk,69.4541,-133.0374,243.97,94,100,1.9,CA,1675825882
95,san patricio,28.017,-97.5169,295.31,82,92,6.03,US,1675825666
96,husavik,66.0449,-17.3389,268.34,72,91,6.6,IS,1675825885
97,salinopolis,-0.6136,-47.3561,298.9,86,100,4.13,BR,1675825744
98,arica,-18.475,-70.3042,296.9,78,0,2.57,CL,1675825889
99,airai,-8.9266,125.4092,294.4,79,80,1.49,TL,1675825890
100,bluff,-46.6,168.3333,285.71,64,49,12.07,NZ,1675825599
101,walvis bay,-22.9575,14.5053,292.09,89,36,1.98,NA,1675825679
102,hun,29.1268,15.9477,282.86,52,96,6.77,LY,1675825893
103,umm kaddadah,13.6017,26.6876,287.05,26,11,8.27,SD,1675825894
104,tura,25.5198,90.2201,293.19,41,96,0.85,IN,1675825778
105,tobermory,45.2501,-81.6665,274.6,85,100,8.69,CA,1675825896
106,carutapera,-1.195,-46.02,297.54,93,100,1.62,BR,1675825897
107,cachoeira do sul,-30.0392,-52.8939,294.61,67,0,3.02,BR,1675825728
108,hithadhoo,-0.6,73.0833,300.48,72,15,3.36,MV,1675825851
109,ornskoldsvik,63.2909,18.7153,269.68,100,20,0.51,SE,1675825899
110,castro,-24.7911,-50.0119,289.54,95,71,2.35,BR,1675825900
111,sechelt,49.4664,-123.7694,280.54,82,81,2.33,CA,1675825862
112,kavieng,-2.5744,150.7967,300.92,77,100,3.94,PG,1675825902
113,weyburn,49.6668,-103.8511,269.75,90,100,2.72,CA,1675825903
114,hilo,19.7297,-155.09,298.31,88,100,4.63,US,1675825904
115,kapaa,22.0752,-159.319,299.14,85,75,7.2,US,1675825627
116,new norfolk,-42.7826,147.0587,289.87,32,5,2.03,AU,1675825905
117,asau,46.4333,26.4,264.01,96,98,2.16,RO,1675825906
118,bubaque,11.2833,-15.8333,297.16,65,5,6.12,GW,1675825769
119,chara,56.9064,118.2631,253.02,73,87,1.15,RU,1675825907
120,tromso,69.6496,18.957,277.16,70,100,11.83,NO,1675825907
121,barrow,71.2906,-156.7887,254.16,78,100,4.63,US,1675825908
122,leh,34.1667,77.5833,255.09,65,10,1.07,IN,1675825909
123,ibimirim,-8.5406,-37.6903,293.53,75,100,2.13,BR,1675825910
124,iqaluit,63.7506,-68.5145,239.0,68,40,2.06,CA,1675825910
125,yermakovskoye,53.2831,92.4003,264.05,93,100,1.54,RU,1675825911
126,catamarca,-28.4696,-65.7852,304.14,34,93,1.34,AR,1675825911
127,bayan,46.0833,127.4,261.98,83,100,2.16,CN,1675825912
128,polunochnoye,60.8697,60.4153,257.84,89,100,2.28,RU,1675825823
129,searcy,35.2506,-91.7363,285.36,85,100,4.63,US,1675825913
130,kollam,8.8833,76.6,297.96,68,59,1.9,IN,1675825914
131,zhezkazgan,47.8043,67.7144,258.14,85,100,2.0,KZ,1675825915
132,dunedin,-45.8742,170.5036,289.4,46,71,7.92,NZ,1675825916
133,ames,42.0347,-93.6199,273.81,88,0,3.09,US,1675825671
134,albanel,48.8832,-72.4487,269.48,89,100,3.41,CA,1675825917
135,vigrestad,58.5667,5.7,279.4,95,91,4.0,NO,1675825918
136,richards bay,-28.783,32.0377,295.52,96,11,3.48,ZA,1675825676
137,portland,45.5234,-122.6762,281.42,88,20,1.79,US,1675825834
138,saint george,37.1041,-113.5841,281.48,47,0,0.89,US,1675825919
139,cabatuan,10.8794,122.486,300.67,70,100,6.79,PH,1675825921
140,ahipara,-35.1667,173.1667,295.28,56,28,4.2,NZ,1675825922
141,kafue,-15.7691,28.1814,290.11,96,29,0.5,ZM,1675825924
142,tigil,57.8,158.6667,252.69,92,100,4.07,RU,1675825925
143,kushiro,42.975,144.3747,269.74,68,78,0.55,JP,1675825926
144,hanzhong,33.0728,107.0303,280.87,87,100,2.87,CN,1675825927
145,adrar,20.5022,-10.0711,287.73,24,100,5.04,MR,1675825669
146,tuatapere,-46.1333,167.6833,286.93,56,58,7.24,NZ,1675825632
147,hovd,48.0056,91.6419,257.14,76,98,0.18,MN,1675825850
148,pimentel,-6.8367,-79.9342,297.31,78,0,7.2,PE,1675825931
149,maiduguri,11.8464,13.1603,292.63,42,100,4.08,NG,1675825679
150,matadi,-5.8167,13.45,297.14,95,66,1.18,CD,1675825932
151,yuksekova,37.5736,44.2872,268.01,80,75,5.14,TR,1675825935
152,naze,28.3667,129.4833,289.51,67,95,6.41,JP,1675825936
153,paka,4.6374,103.4368,300.52,76,78,3.44,MY,1675825693
154,chiredzi,-21.05,31.6667,293.63,81,62,0.98,ZW,1675825938
155,jinan,36.6683,116.9972,279.68,33,100,4.3,CN,1675825938
156,port lincoln,-34.7333,135.8667,297.01,57,23,3.9,AU,1675825939
157,mount gambier,-37.8333,140.7667,296.22,44,14,5.09,AU,1675825702
158,narsaq,60.9167,-46.05,248.27,65,3,3.94,GL,1675825841
159,camacha,33.0833,-16.3333,285.83,72,40,6.17,PT,1675825744
160,arraial do cabo,-22.9661,-42.0278,296.9,92,100,1.04,BR,1675825943
161,manokwari,-0.8667,134.0833,299.73,82,100,0.46,ID,1675825944
162,tautira,-17.7333,-149.15,299.93,60,5,1.94,PF,1675825945
163,pochutla,15.7432,-96.4661,297.49,68,0,1.98,MX,1675825946
164,aberdour,56.05,-3.3,280.46,86,100,3.13,GB,1675825947
165,bethel,41.3712,-73.414,276.35,84,100,0.0,US,1675825948
166,caravelas,-17.7125,-39.2481,298.05,83,6,3.13,BR,1675825949
167,petropavlovsk-kamchatskiy,53.0452,158.6483,265.48,45,20,1.0,RU,1675825949
168,tiksi,71.6872,128.8694,236.39,99,99,2.68,RU,1675825950
169,constitucion,-35.3333,-72.4167,288.66,69,0,4.34,CL,1675825917
170,kruisfontein,-34.0033,24.7314,291.42,83,100,1.97,ZA,1675825730
171,nakonde,-9.3421,32.745,287.23,88,100,0.79,ZM,1675825952
172,pevek,69.7008,170.3133,243.24,95,100,1.47,RU,1675825953
173,santana do livramento,-30.8908,-55.5328,296.98,37,0,1.68,BR,1675825954
174,chuy,-33.6971,-53.4616,293.96,82,18,3.02,UY,1675825956
175,tucuma,-0.1833,-50.05,297.07,93,100,2.19,BR,1675825957
176,krian,-7.4104,112.5792,301.05,84,100,3.21,ID,1675825958
177,lorengau,-2.0226,147.2712,298.86,92,100,8.61,PG,1675825960
178,bathsheba,13.2167,-59.5167,297.49,88,40,5.14,BB,1675825961
179,nyagan,62.1406,65.3936,256.06,96,100,3.96,RU,1675825962
180,lerwick,60.1545,-1.1494,280.15,74,99,13.62,GB,1675825963
181,kaitangata,-46.2817,169.8464,288.1,49,18,6.7,NZ,1675825964
182,kyra,49.5776,111.9753,260.76,70,8,0.99,RU,1675825964
183,ambovombe,-25.1667,46.0833,295.39,85,100,2.08,MG,1675825965
184,ponta do sol,32.6667,-17.1,288.5,62,37,3.72,PT,1675825966
185,priekule,56.4468,21.5897,274.77,96,100,4.33,LV,1675825967
186,westerland,54.9079,8.3033,274.16,93,26,2.57,DE,1675825967
187,springbok,-29.6643,17.8865,289.17,74,10,1.63,ZA,1675825968
188,kidal,18.4411,1.4078,296.46,15,83,3.19,ML,1675825968
189,saint-philippe,-21.3585,55.7679,298.92,83,89,5.97,RE,1675825969
190,sigli,5.3848,95.9609,300.34,74,99,1.67,ID,1675825969
191,bengkulu,-3.8004,102.2655,301.83,57,65,3.14,ID,1675825970
192,puerto cabezas,14.0351,-83.3888,297.2,88,11,5.15,NI,1675825971
193,ormara,25.2088,64.6357,294.13,65,2,1.73,PK,1675825971
194,alta floresta,-9.8756,-56.0861,294.83,97,100,0.59,BR,1675825972
195,dalvik,65.9702,-18.5286,267.76,81,92,5.82,IS,1675825972
196,alofi,-19.0595,-169.9187,301.09,83,100,3.6,NU,1675825892
197,isangel,-19.55,169.2667,300.75,77,93,1.47,VU,1675825974
198,kroya,-7.6331,109.2461,300.75,75,100,0.39,ID,1675825975
199,palmer,42.1584,-72.3287,274.18,80,100,3.6,US,1675825975
200,severo-kurilsk,50.6789,156.125,269.21,55,15,4.28,RU,1675825715
201,gat,31.61,34.7642,280.59,100,46,7.77,IL,1675825684
202,capao da canoa,-29.7456,-50.0097,296.18,86,1,4.77,BR,1675825978
203,pangnirtung,66.1451,-65.7125,239.16,84,5,2.34,CA,1675825728
204,skjervoy,70.0311,20.9714,276.15,64,29,9.14,NO,1675825979
205,rantauprapat,2.1,99.8333,301.79,65,97,0.9,ID,1675825980
206,buchanan,5.8808,-10.0467,298.36,91,100,2.11,LR,1675825980
207,miri,4.4148,114.0089,298.71,81,99,1.38,MY,1675825981
208,mahebourg,-20.4081,57.7,299.4,79,24,7.12,MU,1675825707
209,lompoc,34.6391,-120.4579,284.65,85,0,4.47,US,1675825833
210,kirakira,-10.4544,161.9205,301.11,83,100,4.21,SB,1675825838
211,salalah,17.0151,54.0924,292.78,70,99,1.28,OM,1675825984
212,carnarvon,-24.8667,113.6333,302.98,50,1,6.77,AU,1675825984
213,cairns,-16.9167,145.7667,307.08,70,75,7.2,AU,1675825985
214,jalu,29.0331,21.5482,282.19,59,74,2.89,LY,1675825986
215,maniitsoq,65.4167,-52.9,255.87,91,100,4.53,GL,1675825987
216,haines junction,60.7522,-137.5108,261.82,99,31,1.8,CA,1675825775
217,yambio,4.5721,28.3955,293.79,23,10,1.74,SS,1675825988
218,hualmay,-11.0964,-77.6139,295.73,85,26,2.68,PE,1675825989
219,jejuri,18.2833,74.1667,294.71,31,21,1.72,IN,1675825990
220,sinnamary,5.3833,-52.95,297.17,91,61,4.19,GF,1675825991
221,broome,42.2506,-75.833,277.41,77,100,5.14,US,1675825713
222,saldanha,-33.0117,17.9442,290.77,89,0,5.27,ZA,1675825993
223,thompson,55.7435,-97.8558,257.67,98,99,1.28,CA,1675825994
224,cabo san lucas,22.8909,-109.9124,293.99,61,75,0.45,MX,1675825995
225,caborca,30.5838,-111.101,284.6,25,0,3.96,MX,1675825996
226,shimoda,34.6667,138.95,282.1,76,60,3.62,JP,1675825997
227,chakwal,32.9334,72.8585,284.1,43,99,2.28,PK,1675825760
228,wanxian,30.8039,108.3897,285.81,82,100,2.38,CN,1675825998
229,goderich,43.7501,-81.7165,275.32,91,100,7.64,CA,1675825999
230,kargasok,59.0556,80.8572,252.78,99,97,3.34,RU,1675825940
231,taltal,-25.4,-70.4833,294.54,79,7,1.8,CL,1675825942
232,ajdabiya,30.7554,20.2263,283.33,64,100,3.21,LY,1675826001
233,bay roberts,47.5999,-53.2648,271.11,85,100,7.15,CA,1675826002
234,vaxjo,56.8777,14.8091,274.4,100,100,3.6,SE,1675825754
235,kinshasa,-4.3246,15.3215,296.33,94,100,4.12,CD,1675825800
236,dongsheng,39.8161,109.9776,269.49,46,100,4.82,CN,1675826004
237,lufilufi,-13.8745,-171.5986,298.59,77,55,5.51,WS,1675826005
238,sosnogorsk,63.6023,53.8817,265.41,95,100,4.37,RU,1675826006
239,sao filipe,14.8961,-24.4956,293.28,69,20,4.39,CV,1675825765
240,mayo,38.8876,-76.5119,282.52,82,0,3.6,US,1675826008
241,northam,51.0333,-4.2167,276.82,92,0,2.87,GB,1675826009
242,gold coast,-28.0,153.4333,304.69,58,40,6.69,AU,1675825838
243,nome,64.5011,-165.4064,250.19,77,0,0.0,US,1675825800
244,ibra,22.6906,58.5334,291.27,56,56,0.84,OM,1675826011
245,lake havasu city,34.4839,-114.3224,288.83,27,0,6.17,US,1675825793
246,ancud,-41.8697,-73.8203,286.64,93,2,1.9,CL,1675826012
247,hidalgotitlan,17.7833,-94.6333,294.45,95,0,2.59,MX,1675826013
248,cockburn town,21.4612,-71.1419,298.64,74,0,10.53,TC,1675826014
249,maarianhamina,60.0973,19.9348,275.07,93,100,2.57,AX,1675826015
250,upernavik,72.7868,-56.1549,242.76,95,47,1.81,GL,1675826016
251,kavaratti,10.5669,72.642,299.75,71,93,5.48,IN,1675825718
252,sumbe,-11.2061,13.8437,296.39,82,100,2.82,AO,1675826017
253,de-kastri,51.4667,140.7833,255.73,85,100,2.24,RU,1675826018
254,baia de aries,46.3833,23.2833,264.8,96,73,1.27,RO,1675826019
255,luebo,-5.35,21.4167,293.64,97,100,1.32,CD,1675826020
256,inuvik,68.3499,-133.7218,245.01,96,100,2.4,CA,1675825756
257,guerrero negro,27.9769,-114.0611,290.03,35,0,3.37,MX,1675825778
258,venice,27.0998,-82.4543,294.25,78,20,4.12,US,1675826022
259,corning,42.1428,-77.0547,278.44,82,100,3.6,US,1675826023
260,nouadhibou,20.931,-17.0347,289.35,70,0,9.72,MR,1675825872
261,karachi,24.9056,67.0822,288.05,88,10,1.54,PK,1675826001
262,russell,32.3502,-85.1999,289.72,81,0,0.0,US,1675826025
263,tasiilaq,65.6145,-37.6368,255.24,39,0,12.0,GL,1675826025
264,brazzaville,-4.2658,15.2832,296.32,89,59,0.87,CG,1675826027
265,talnakh,69.4865,88.3972,250.08,98,98,3.3,RU,1675826027
266,san rafael del sur,11.8485,-86.4384,298.45,69,23,7.86,NI,1675826028
267,turukhansk,65.8167,87.9833,256.44,97,100,2.45,RU,1675826028
268,kichera,55.9375,110.0997,258.7,83,74,0.34,RU,1675826029
269,port hardy,50.6996,-127.4199,277.46,80,86,3.72,CA,1675826030
270,teguise,29.0605,-13.564,284.27,76,0,0.0,ES,1675825794
271,araouane,18.9048,-3.5265,291.99,19,0,5.37,ML,1675825748
272,sechura,-5.5569,-80.8222,297.78,75,84,4.28,PE,1675825753
273,bako,5.7833,36.5667,291.83,36,2,1.8,ET,1675826031
274,kalmunai,7.4167,81.8167,299.66,81,92,4.52,LK,1675826032
275,alugan,12.2188,125.4808,300.64,71,100,6.25,PH,1675826033
276,provideniya,64.3833,-173.3,253.21,71,100,3.0,RU,1675826033
277,necochea,-38.5473,-58.7368,295.5,77,13,6.32,AR,1675826034
278,kaeo,-35.1,173.7833,298.89,66,38,3.24,NZ,1675826035
279,sitka,57.0531,-135.33,275.09,80,75,2.57,US,1675826036
280,dali,25.7,100.1833,285.0,38,0,2.53,CN,1675826037
281,kangaatsiaq,68.3065,-53.4641,245.82,87,100,2.33,GL,1675826038
282,taoudenni,22.6783,-3.9836,290.25,21,100,5.32,ML,1675826038
283,toowoomba,-27.55,151.9667,301.35,35,68,6.5,AU,1675826039
284,komsomolskiy,40.4272,71.7189,272.55,80,99,2.06,UZ,1675825853
285,rawson,-43.3002,-65.1023,291.6,60,2,2.14,AR,1675826040
286,ransang,8.9603,117.5828,301.5,67,100,2.13,PH,1675826040
287,souillac,-20.5167,57.5167,298.61,81,37,6.61,MU,1675826041
288,sainte-anne-des-monts,49.124,-66.4924,264.75,78,100,4.91,CA,1675826042
289,la tuque,47.4334,-72.7824,270.25,95,100,4.75,CA,1675826042
290,kindu,-2.95,25.95,294.2,95,95,1.14,CD,1675826043
291,kinablangan,7.6947,126.5503,300.75,70,81,3.91,PH,1675826044
292,yurimaguas,-5.9,-76.0833,296.87,77,33,0.65,PE,1675826045
293,the valley,18.217,-63.0578,298.2,77,0,9.2,AI,1675826046
294,cabedelo,-6.9811,-34.8339,296.52,75,99,3.71,BR,1675825901
295,beira,-19.8436,34.8389,297.31,94,100,1.57,MZ,1675826047
296,along,28.1667,94.7667,286.04,92,100,0.77,IN,1675826049
297,port hedland,-20.3167,118.5667,307.18,52,14,3.6,AU,1675825908
298,gra liyia,35.0167,25.6833,279.33,78,35,7.6,GR,1675826051
299,san policarpo,12.1791,125.5072,300.69,72,100,6.65,PH,1675826052
300,saint-joseph,-21.3667,55.6167,298.36,80,77,6.03,RE,1675826053
301,kulunda,52.566,78.9385,250.3,100,97,1.84,RU,1675826055
302,oktyabrskiy,54.4815,53.471,250.5,100,90,0.56,RU,1675825951
303,mandera,3.9366,41.867,296.84,71,1,4.51,KE,1675826058
304,baruun-urt,46.6806,113.2792,258.06,79,4,4.29,MN,1675826059
305,lakatoro,-16.0999,167.4164,301.16,71,100,1.18,VU,1675826060
306,blagoyevo,63.3667,47.9167,270.56,94,100,4.34,RU,1675826061
307,sarakhs,36.5449,61.1577,285.49,56,98,4.16,IR,1675826062
308,puerto narino,-3.7703,-70.3831,295.52,98,92,0.25,CO,1675826063
309,deputatskiy,69.3,139.9,231.89,98,53,1.59,RU,1675826065
310,clarksdale,34.2001,-90.5709,289.21,100,75,1.54,US,1675825798
311,juneau,58.3019,-134.4197,274.38,97,75,1.54,US,1675826023
312,bad doberan,54.1071,11.9005,270.99,89,94,3.26,DE,1675826068
313,shingu,33.7333,135.9833,288.18,35,5,2.47,JP,1675826043
314,pacific grove,36.6177,-121.9166,284.63,87,0,1.54,US,1675825791
315,foshan,23.0268,113.1315,293.12,68,99,2.39,CN,1675826070
316,archidona,37.0965,-4.3887,281.3,92,100,0.79,ES,1675826072
317,datong,40.0936,113.2914,270.62,45,20,1.82,CN,1675825782
318,leningradskiy,69.3833,178.4167,241.77,95,100,2.18,RU,1675826074
319,yaan,7.3833,8.5667,298.04,20,45,2.19,NG,1675826075
320,talitsy,56.5289,42.3344,258.35,96,100,2.71,RU,1675826076
321,pangai,-19.8,-174.35,299.91,77,71,8.35,TO,1675825902
322,vilyuysk,63.7553,121.6247,237.41,95,99,0.91,RU,1675826077
323,orlik,52.5178,99.825,252.55,89,100,0.82,RU,1675826078
324,mazatlan,23.2167,-106.4167,291.99,81,40,2.68,MX,1675825790
325,santiago del estero,-27.7951,-64.2615,304.7,36,79,3.43,AR,1675826081
326,coquimbo,-29.9533,-71.3436,291.0,88,100,2.57,CL,1675825901
327,pisco,-13.7,-76.2167,296.18,88,0,5.14,PE,1675826082
328,novikovo,51.1537,37.8879,261.45,93,6,4.08,RU,1675826083
329,grindavik,63.8424,-22.4338,270.41,59,75,13.89,IS,1675826084
330,lugovoy,42.9472,72.7644,271.39,68,97,1.25,KZ,1675826085
331,soyo,-6.1349,12.3689,299.2,83,84,2.88,AO,1675826085
332,bulawayo,-20.15,28.5833,290.17,77,29,2.29,ZW,1675826086
333,padang,-0.9492,100.3543,301.18,56,86,1.13,ID,1675825826
334,lerici,44.0759,9.9112,276.22,42,1,0.89,IT,1675826087
335,jiangyou,31.7667,104.7167,284.74,74,100,1.25,CN,1675825552
336,cedar city,37.6775,-113.0619,271.7,86,0,2.06,US,1675826088
337,naryan-mar,67.6713,53.087,274.79,83,100,10.61,RU,1675826088
338,benghazi,32.1167,20.0667,285.68,56,77,3.87,LY,1675825899
339,mumford,5.2618,-0.759,298.65,91,58,3.16,GH,1675826058
340,bridlington,54.0831,-0.1919,279.11,88,15,4.48,GB,1675826089
341,pandan,14.0453,124.1694,300.3,76,81,6.8,PH,1675826090
342,urubamba,-13.3047,-72.1158,285.65,89,51,2.38,PE,1675826091
343,fredonia,42.4401,-79.3317,277.08,82,100,3.6,US,1675826091
344,duki,30.1541,68.5728,284.29,23,13,0.65,PK,1675826092
345,oborniki,52.6474,16.8141,272.31,85,13,2.63,PL,1675826092
346,shieli,44.1667,66.75,273.56,76,100,3.22,KZ,1675826093
347,kahului,20.8947,-156.47,298.16,77,40,9.77,US,1675826094
348,kearney,40.6995,-99.0815,274.46,79,0,3.09,US,1675825978
349,presidencia roque saenz pena,-26.7852,-60.4388,301.55,35,35,2.07,AR,1675826096
350,bacalar,18.6667,-88.3833,295.38,95,35,2.73,MX,1675826096
351,khorramabad,33.4878,48.3558,275.95,78,76,1.34,IR,1675826097
352,aksarka,66.5606,67.7975,259.3,90,100,9.0,RU,1675826098
353,sao desiderio,-12.3633,-44.9733,294.59,72,23,1.23,BR,1675826098
354,armidale,-30.5167,151.65,292.45,58,100,3.31,AU,1675826099
355,zhaotong,27.3167,103.7167,280.68,62,73,0.86,CN,1675826099
356,cermik,38.1361,39.4493,270.68,86,100,2.41,TR,1675826100
357,mangrol,21.1167,70.1167,294.48,54,10,3.66,IN,1675826100
358,praxedis guerrero,31.3667,-106.0167,279.85,43,89,8.98,MX,1675826101
359,alta,69.9689,23.2717,273.74,71,60,5.14,NO,1675826102
360,aleysk,52.4926,82.7822,258.89,96,96,2.23,RU,1675826105
361,whitianga,-36.8333,175.7,296.14,58,85,5.1,NZ,1675826107
362,serenje,-13.2325,30.2352,289.23,98,100,5.02,ZM,1675826111
363,salinas,36.6777,-121.6555,285.6,81,0,1.54,US,1675825955
364,whyalla,-33.0333,137.5833,302.7,29,0,3.08,AU,1675826112
365,makakilo city,21.3469,-158.0858,299.33,69,75,5.66,US,1675826113
366,arlit,18.7369,7.3853,294.18,16,100,1.61,NE,1675825889
367,nyurba,63.2842,118.3319,239.68,95,100,0.52,RU,1675826115
368,jovellar,13.0695,123.5999,301.27,67,100,4.68,PH,1675826116
